VARNAMES: CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA ERRFLAG_FIT zHEL zHELERR zCMB zCMBERR zHD zHDERR VPEC VPECERR LENSDMU LENSDMUERR MWEBV HOST_NMATCH HOST_NMATCH2 HOST_OBJID HOST_ZPHOT HOST_ZPHOTERR HOST_ZSPEC HOST_ZSPECERR HOST_RA HOST_DEC HOST_ANGSEP HOST_DDLR HOST_CONFUSION HOST_LOGMASS HOST_LOGMASS_ERR HOST_LOGSFR HOST_LOGSFR_ERR HOST_LOGsSFR HOST_LOGsSFR_ERR HOST_COLOR HOST_COLOR_ERR HOST_MAG_g HOST_MAG_i HOST_SBFLUXCAL_g HOST_SBFLUXCAL_i HOST_SBMAG_g HOST_SBMAG_i PKMJDINI SNRMAX1 SNRMAX2 SNRMAX3 SNRSUM BANDLIST PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RADIUS_POP PROB_SCONE PROB_SNIRFV19 PROB_SNNDESCC PROB_SNNJ17 PROB_SNNV19 CUTMASK MU MUMODEL MUERR MUERR_RENORM MUERR_RAW MUERR_VPEC MURES MUPULL M0DIF M0DIFERR CHI2_BEAMS PROBCC_BEAMS biasCor_nevt biasCor_mu biasCorErr_mu biasCor_muCOVSCALE biasCor_muCOVADD IDSAMPLE IZBIN 
SN: 1331344 1331344 10 0 X1 3 0 0.55122 0.00100 0.54993 0.00100 0.54993 0.00185 0 300 0 0 1.89793e-02 1 2 39534 -9 -9 0.55120 1.00000e-03 34.271313 -5.076369 9.30000e-02 0.14500 -5.39858e+00 9.87000 2.30000e-02 0.29500 2.00000e-02 -9.56600e+00 0.11279 0.46100 -999 23.31000 21.93000 10.35000 37.36000 24.96265 23.56898 57305.2852 12.16636 10.25436 9.26326 28.38472 riz 57301.1094 0.8951 0.49931 0.76769 -1.48385e-01 6.98084e-02 22.97703 6.83372e-02 1.15661e-05 7.27982e-07 1.35497e-02 -3.58549e-07 -2.73696e-08 40 56.49136 4.36008e-02 0.521869 0.99870 0.73760 1 0.99890 1 0 42.66588 42.49628  0.18984  0.1921  0.2266  0.0048  0.1760  0.927 -0.0064  0.0110 1.33 0.000e+00 2516 0.1724  0.008  0.685 0.0000 4 14 
SN: 1283923 1283923 10 1 E1+E2 3 0 0.14715 0.00100 0.14631 0.00100 0.14631 0.00152 0 300 0 0 5.29812e-03 1 1 9434 -9 -9 0.14710 1.00000e-03 9.115502 -43.267849 1.50000e-02 9.00000e-03 -9 10.68400 2.70000e-02 0.39900 0.53700 -1.03080e+01 0.57552 1.46900 -999 20.35000 18.74000 165.12000 745.20001 21.95550 20.31932 57265.2266 65.45822 60.58399 46.10758 153.99831 gri 57268.3672 0.2453 -2.52192e+00 0.24047 9.51146e-02 3.26866e-02 20.72700 4.47491e-02 9.18758e-05 3.78670e-06 3.54260e-03 -5.47247e-07 -1.08254e-07 68 64.22876 0.60722 0.898442 9.60000e-02 0.86330 0.99720 0.99970 0.99990 0 39.46035 39.20739  0.15943  0.1576  0.0682  0.0159  0.2544  1.596 -0.0015  0.0368 2.67 8.800e-06  249 -0.1140  0.017  1.000 0.0193 6  5 
SN: 1317666 1317666 10 1 X3 3 0 0.14227 0.00100 0.14136 0.00100 0.14136 0.00152 0 300 0 0 2.28056e-02 1 2 -14178 -9 -9 0.14230 1.00000e-03 36.771015 -5.002413 2.44700 1.50000 -2.38501e+00 10.06200 6.00000e-03 0.49500 0.13800 -9.56600e+00 0.15129 1.08100 -999 20.91000 19.61000 33.67000 85.68000 23.68189 22.66780 57301.2930 208.12460 199.17369 163.95012 464.15411 gri 57301.5312 0.1495 -2.83833e-01 0.12127 5.95031e-02 1.53849e-02 20.15257 1.80719e-02 1.55945e-04 2.59568e-06 1.65795e-04 -9.98812e-08 -2.94350e-08 27 8.87761 0.99960 0.219753 0.99980 0.95770 0.99960 0.99950 1 0 39.34775 39.12611  0.14408  0.1421  0.0438  0.0164  0.2191  1.521  0.0026  0.0701 2.23 0.000e+00 2147 -0.0865  0.007  1.000 0.0173 2  4 
SN: 1339246 1339246 10 0 C3 3 0 0.95867 0.00100 0.95791 0.00100 0.95791 0.00220 0 300 0 0 8.10859e-03 1 1 42465 -9 -9 0.95870 1.00000e-03 52.980255 -27.712732 2.81300 3.45700 -9 11.20600 8.50000e-02 -1.79500e+00 0.39300 -1.28980e+01 0.39310 1.25600 -999 24.66000 21.48000 0.28000 1.48000 27.50000 27.07435 57355.2500 10.72426 7.86716 -99 21.51361 iz 57352.3867 1.1295 -3.21525e-01 1.04390 -1.28924e-01 0.15292 25.01295 9.22136e-02 1.77346e-06 1.50623e-07 -9.10349e-03 -1.20782e-07 5.78888e-09 25 20.09401 0.74188 0.442909 0.94270 0.92000 0.99520 0.99880 0.99160 0 44.56228 43.95233  0.26490  0.2660  0.5747  0.0030  0.6016  2.271  0.0083  0.0289 6.29 4.677e-03 2449 0.1455  0.010  0.212 0.0000 3 18 
SN: 1254000 1254000 10 0 C2 3 0 0.53356 0.00100 0.53300 0.00100 0.53300 0.00183 0 300 0 0 9.14299e-03 1 1 2876 -9 -9 0.53360 1.00000e-03 53.674152 -29.564306 1.01300 0.90100 -9 10.31400 1.10000e-02 0.66100 1.80000e-02 -9.65100e+00 5.12640e-02 0.52300 -999 23 21.41000 10.97000 47.38000 24.89948 23.31101 56575.1836 12.85535 8.91790 7.92142 26.45753 riz 56577.6562 0.9365 -4.88453e-01 0.85020 0.14234 7.32673e-02 23.65393 6.78033e-02 6.20052e-06 3.87217e-07 9.87648e-03 -1.41370e-07 -1.77909e-08 35 36.96784 0.37814 0.501615 0.99920 0.83170 0.99890 0.99910 0.99810 0 42.80941 42.41413  0.21432  0.2169  0.2395  0.0049  0.4017  1.874 -0.0064  0.0110 4.22 8.104e-04 8781 -0.3417  0.005  0.783 0.0000 6 14 
SN: 1257129 1257129 10 0 E2 3 0 0.58932 0.00100 0.58817 0.00100 0.58817 0.00188 0 300 0 0 5.89559e-03 2 3 -4170 -9 -9 0.58930 1.00000e-03 9.212611 -43.740334 0.44200 0.36700 -3.22008e+00 11.15100 1.40000e-02 -3.03800e+00 6.80300 -1.41920e+01 6.80308 1.50000 -999 23.45000 20.60000 8.91000 122.40000 25.12531 22.28055 56594.0156 13.69969 8.92748 6.70834 32.69631 riz 56592.7422 0.8428 1.52050 0.80684 0.11529 6.37077e-02 23.09691 6.86645e-02 1.03571e-05 6.55006e-07 1.05448e-02 -2.93933e-07 -2.03998e-08 32 51.25722 1.68036e-02 0.636065 0.99420 0.75870 0.99970 0.99440 0.99050 0 42.48760 42.67094  0.17144  0.1736  0.2240  0.0045 -0.1770 -1.032 -0.0064  0.0110 1.33 1.081e-03 2899 -0.1531  0.010  0.571 0.0000 6 14 
SN: 1249090 1249090 10 0 E1 3 0 0.38724 0.00100 0.38620 0.00100 0.38620 0.00171 0 300 0 0 6.58479e-03 1 1 7537 -9 -9 0.38720 1.00000e-03 8.479261 -42.312588 2.10700 1.33100 -9 11.23500 0.15200 -10 0 -2.13750e+01 0.31900 1.57300 -999 22.16000 19.54000 5.59000 43.34000 25.63147 23.40778 56534.1562 28.91328 19.17724 12.82802 59.98036 riz 56536.0391 0.6094 -1.75683e+00 0.45074 6.89221e-03 4.83268e-02 22.44593 4.93726e-02 1.88637e-05 8.57806e-07 5.32282e-03 -1.29074e-07 -3.40097e-08 34 29.76879 0.67518 0.586060 0.94120 0.92820 0.99980 0.99990 1 0 41.59525 41.58773  0.16573  0.1662  0.1277  0.0065  0.0379  0.229 -0.0304  0.0149 0.25 0.000e+00 5052 -0.1236  0.005  1.000 0.0099 6 11 
SN: 1287437 1287437 10 0 C2 3 0 0.33727 0.00100 0.33681 0.00100 0.33681 0.00167 0 300 0 0 1.14194e-02 1 2 2739 -9 -9 0.33730 1.00000e-03 55.153214 -28.954496 0.25300 0.17300 -5.22534e+00 11.30700 1.70000e-02 1.16600 2.80000e-02 -1.01370e+01 4.25206e-02 1.47200 -999 21.14000 19.20000 87.67000 544.85999 22.64287 20.65929 56681.1250 22.29329 14.73808 7.18400 39.01807 giz 56677.4531 0.6343 1.71763 1.08955 0.10000 5.57543e-02 22.07570 6.82173e-02 2.65289e-05 1.66682e-06 1.60754e-03 -3.51326e-07 -2.29765e-09 12 12.68096 0.39265 0.662509 0.99550 7.67000e-02 0.99980 0.99890 0.99760 0 41.40221 41.24087  0.31135  0.3103  0.2684  0.0074  0.1588  0.510  0.0025  0.0125 1.72 2.064e-04  715 -0.0076  0.015  1.000 0.0236 6 10 
SN: 1265832 1265832 10 0 E2 3 0 0.39978 0.00100 0.39876 0.00100 0.39876 0.00172 0 300 0 0 4.96350e-03 1 1 8580 -9 -9 0.39980 1.00000e-03 9.549474 -43.430714 1.21400 1.14900 -9 10.78800 7.10000e-02 -8.40000e-02 9.91600 -1.09490e+01 9.91855 1.29200 -999 22.41000 20.20000 18.47000 145.89999 24.33383 22.08986 56675.0625 10.06931 7.99967 5.79491 21.92459 riz 56674.7656 0.8415 -7.68300e-01 0.98624 0.10312 0.10045 22.86621 0.10495 1.28090e-05 1.23812e-06 4.47676e-02 -7.40034e-07 -1.05663e-07 12 11.55160 0.48233 0.428662 0.99850 0.41650 0.99920 0.99380 0.99670 0 41.94071 41.66909  0.27464  0.2754  0.2372  0.0064  0.3020  1.100 -0.0304  0.0149 2.42 4.702e-04 11191 -0.1846  0.005  1.000 0.0179 6 11 
SN: 1263062 1263062 10 0 X1 3 0 0.50950 0.00100 0.50827 0.00100 0.50827 0.00181 0 300 0 0 1.97117e-02 1 1 -2025 -9 -9 0.50950 1.00000e-03 35.109447 -5.350022 0.12800 0.18100 -9 10.23500 4.40000e-02 -3.59300e+00 5.07700 -1.37600e+01 5.07712 1.24300 -999 24.07000 21.64000 5.51000 49.95000 25.64712 23.25366 56653.0742 19.57334 12.86545 9.04281 43.40164 riz 56653.4609 0.6143 -6.60399e-01 0.54033 -9.69652e-02 4.97704e-02 22.52472 4.24809e-02 1.75434e-05 6.86408e-07 4.06931e-03 -1.78771e-07 -2.00387e-08 26 21.14043 0.73468 0.391060 0.99970 0.98190 1 0.99980 1 0 42.05343 42.29209  0.13020  0.1305  0.1643  0.0051 -0.2349 -1.804 -0.0038  0.0132 2.97 0.000e+00 5544 0.0085  0.006  0.599 0.0000 4 13 
SN: 1286881 1286881 10 0 C2 3 0 0.52334 0.00100 0.52280 0.00100 0.52280 0.00182 0 300 0 0 8.24034e-03 1 1 2377 -9 -9 0.52330 1.00000e-03 54.264793 -29.354010 0.92200 1.22400 -9 10.53600 3.00000e-02 0.85400 1.21900 -9.70300e+00 1.22539 1.22300 -999 23.49000 21.27000 8.38000 70.60000 25.19189 22.87799 56667.1055 26.04930 10.90478 9.41604 46.20165 riz 56668.0430 0.4676 0.21482 0.51714 -9.80053e-02 5.11714e-02 22.76635 4.23737e-02 1.40430e-05 5.48067e-07 7.77303e-03 -1.94887e-07 -1.44075e-08 18 12.95648 0.79415 0.334440 0.99980 0.89950 1 0.99920 1 0 42.37586 42.36403  0.13589  0.1362  0.1611  0.0050  0.0156  0.115 -0.0038  0.0132 -0.18 0.000e+00 13361 0.0785  0.004  0.678 0.0000 6 13 
SN: 1258802 1258802 10 0 E1 3 0 0.55063 0.00100 0.54947 0.00100 0.54947 0.00185 0 300 0 0 6.37677e-03 1 1 6941 -9 -9 0.55060 1.00000e-03 6.636329 -42.985077 0.18100 0.20100 -9 10.44100 1.20000e-02 0.76600 9.00000e-03 -9.67800e+00 3.90512e-02 0.54300 -999 22.47000 20.98000 23.60000 97.32000 24.06772 22.52950 56615.0898 12.24384 9.48973 7.40298 30.02794 riz 56616.3398 0.6099 -9.93844e-01 0.70648 -7.51513e-02 7.32974e-02 22.86900 7.93202e-02 1.27761e-05 9.33382e-07 2.12875e-02 -4.87036e-07 -4.73768e-08 33 19.45011 0.97051 0.415331 0.99920 0.95090 1 0.99970 1 0 42.33346 42.49393  0.16207  0.1640  0.2014  0.0048 -0.1541 -0.951 -0.0064  0.0110 1.06 0.000e+00 11748 -0.0521  0.003  0.628 0.0000 6 14 
SN: 1258400 1258400 10 0 X2 3 0 0.58092 0.00100 0.57963 0.00100 0.57963 0.00187 0 300 0 0 2.09489e-02 1 1 16340 -9 -9 0.58090 1.00000e-03 35.111828 -5.825607 0.33200 0.39900 -9 9.80800 1.50000e-02 1.54400 0.27600 -8.25500e+00 0.27785 0.17900 -999 23.12000 21.80000 15.01000 47.52000 24.55905 23.30781 56595.0703 16.14210 8.97102 7.75432 26.40923 riz 56599.8711 1.2547 1.00238 1.05320 -8.57593e-02 7.73932e-02 23.27726 6.36623e-02 8.77192e-06 5.14342e-07 1.67241e-02 -3.12639e-07 -1.75742e-08 32 33.20441 0.40831 0.439726 0.94500 0.86970 0.99860 0.99270 0.99970 0 42.92791 42.63304  0.21738  0.2199  0.2783  0.0046  0.3012  1.386 -0.0064  0.0110 2.66 5.648e-05 2863 0.0985  0.008  0.600 0.0000 4 14 
SN: 1250275 1250275 10 0 S2 3 0 0.38423 0.00100 0.38323 0.00100 0.38323 0.00171 0 300 0 0 3.38184e-02 1 3 11859 -9 -9 0.38420 1.00000e-03 41.613400 -1.613912 0.41000 0.51700 -3.93802e+00 10.31300 2.40000e-02 -1.28000e+00 2.24700 -1.16030e+01 2.24876 1.42000 -999 23.17000 20.89000 13.11000 102.91000 24.70599 22.46886 56550.2500 24.38579 21.11482 10.88922 57.54323 riz 56556.2539 0.3616 3.75535e-02 0.41344 0.10969 4.56239e-02 22.23089 5.62869e-02 2.29955e-05 1.19214e-06 9.12159e-03 -3.35959e-07 -4.72945e-08 37 34.46963 0.58827 0.365861 0.99820 0.87880 1 0.99980 1 0 41.37910 41.56806  0.17037  0.1708  0.1034  0.0066 -0.1586 -0.931 -0.0304  0.0149 1.12 0.000e+00 7306 -0.1431  0.006  1.000 0.0171 5 11 
SN: 1257228 1257228 10 0 C3 3 0 1.02514 0.00100 1.02433 0.00100 1.02433 0.00226 0 300 0 0 7.71946e-03 1 2 4707 -9 -9 1.02510 1.00000e-03 51.953770 -28.739288 0.19300 0.25900 -4.55168e+00 9.74100 1.50000e-02 0.91800 0.20800 -8.82300e+00 0.23624 2.00000e-03 -999 24.25000 23.26000 4.78000 12.32000 25.80143 24.77347 56602.1328 13.20008 11.39661 -99 35.07330 iz 56612.6875 1.2044 1.59858 0.82872 -1.76038e-01 8.85416e-02 24.30619 6.52852e-02 3.40036e-06 2.04464e-07 4.90824e-03 -1.21987e-07 5.31453e-09 32 50.28986 2.09004e-02 0.792633 7.00000e-04 0.90770 3.00000e-04 4.00000e-04 0 0 44.01661 44.12961  0.17600 176.3295  0.3508  0.0028 -0.1213 -0.689  0.0083  0.0289 1.76 1.000e+00  240 0.4232  0.028  0.249 0.0000 3 18 
SN: 1259006 1259006 10 0 X2 3 0 0.52913 0.00100 0.52790 0.00100 0.52790 0.00183 0 300 0 0 2.45949e-02 1 1 15279 -9 -9 0.52910 1.00000e-03 35.595745 -7.000531 1.71300 2.06800 -9 8.95200 4.10000e-02 1.04900 0.35700 -7.90000e+00 0.37858 0.12100 -999 24.67000 23.46000 1.54000 3.64000 27.03120 26.09725 56615.0547 15.86053 11.83685 9.80034 35.06831 riz 56620.9023 0.7137 0.65438 0.80096 -4.30258e-03 6.04813e-02 22.80831 7.26836e-02 1.35106e-05 9.04455e-07 1.82697e-02 -5.71361e-07 -3.78547e-08 30 31.34525 0.39858 0.218597 0.99800 0.86800 1 0.99860 0.99990 0 42.29482 42.39016  0.17900  0.1811  0.1937  0.0050 -0.0890 -0.497 -0.0064  0.0110 0.60 9.675e-06 6723 -0.0521  0.006  0.826 0.0000 4 14 
SN: 1262550 1262550 10 0 S2 3 0 0.29304 0.00100 0.29209 0.00100 0.29209 0.00163 0 300 0 0 2.38462e-02 1 1 13739 -9 -9 0.29300 1.00000e-03 40.850876 -1.887187 0.87100 0.66100 -9 10.44600 1.40000e-02 0.84600 0.37700 -9.59500e+00 0.38017 0.91000 -999 21.87000 20.31000 43.73000 168.52000 23.39805 21.93337 56649.1211 45.93141 37.22167 26.51224 113.51251 griz 56650.3906 0.2925 -7.60541e-01 0.30036 -9.25703e-02 1.80325e-02 21.32220 2.10188e-02 5.31033e-05 1.02803e-06 2.26484e-03 -1.64032e-07 -1.05842e-08 36 19.96711 0.98593 0.399354 1 0.96280 1 1 1 0 40.82885 40.88519  0.10881  0.1078  0.0620  0.0084 -0.0428 -0.393 -0.0136  0.0162 -0.49 0.000e+00 4029 -0.0002  0.004  1.000 0.0067 5  9 
SN: 1263125 1263125 10 0 C3 3 0 1.02947 0.00100 1.02868 0.00100 1.02868 0.00226 0 300 0 0 7.27437e-03 1 3 5265 -9 -9 1.02950 1.00000e-03 52.814869 -27.656443 0.70900 0.91000 -2.97780e+00 10.74000 1.10000e-02 0.78500 1.80000e-02 -9.96000e+00 9.37443e-02 0.73300 -999 24.20000 22.78000 4.79000 16.74000 25.79916 24.44061 56667.1523 9.44996 8.21080 -99 22.80850 iz 56660.9062 1.2674 0.29392 0.93285 0.17926 0.12830 24.73033 7.18152e-02 2.30074e-06 1.52181e-07 9.12032e-03 -8.47665e-08 6.15407e-09 17 23.24049 0.14158 0.605522 0.78110 0.98000 0.99380 0.96020 0.61560 0 44.24721 44.14079  0.16934  0.1766  0.4668  0.0028  0.1585  0.936 -0.0521  0.0451 1.21 6.680e-02  701 -0.6872  0.013  0.131 0.0000 3 19 
SN: 1246758 1246758 10 0 X3 3 0 0.53249 0.00100 0.53127 0.00100 0.53127 0.00183 0 300 0 0 2.29980e-02 1 2 17566 -9 -9 0.53250 1.00000e-03 36.618103 -5.539466 3.17700 2.66700 -1.33842e+00 9.77500 1.30000e-02 0.31000 1.80000e-02 -9.44500e+00 3.49857e-02 0.37700 -999 23.88000 22.41000 0.66000 1.56000 27.50000 27.01719 56545.2109 45.87711 39.52601 29.26713 121.64793 riz 56546.5195 0.3231 -2.02593e-01 0.29251 -3.81426e-03 2.52569e-02 22.80719 2.79018e-02 1.35246e-05 3.47561e-07 3.25651e-03 -6.65977e-08 -7.40042e-09 30 55.14912 3.41449e-03 0.068718 0.99870 0.99000 0.99990 0.99960 1 0 42.14059 42.40664  0.14762  0.1494  0.0706  0.0049 -0.2597 -1.759 -0.0064  0.0110 3.06 0.000e+00 5992 -0.0451  0.006  1.000 0.0155 2 14 
SN: 1253871 1253871 10 0 X3 3 0 0.84930 0.00100 0.84780 0.00100 0.84780 0.00210 0 300 0 0 2.11757e-02 1 2 19902 -9 -9 0.84930 1.00000e-03 35.732998 -5.012328 0.31000 0.51900 -3.73933e+00 9.85600 2.70000e-02 1.16100 0.70100 -8.71200e+00 0.71426 0.32500 -999 24.41000 22.89000 4.04000 15.36000 25.98405 24.53402 56552.2070 13.55780 8.49608 -99 27.52401 iz 56562.4023 1.2729 0.86770 0.94331 -4.31932e-03 0.13332 24.54647 5.92033e-02 2.72528e-06 1.48605e-07 -7.34709e-03 -8.24198e-08 -3.87449e-09 24 43.00337 9.93832e-03 0.289592 0.44680 0.94100 0.84380 0.93090 0.55620 0 44.05907 43.63073  0.36497  0.4037  0.4646  0.0033  0.4413  1.209 -0.0129  0.0174 3.18 1.609e-01 1947 -0.0422  0.013  0.614 0.0000 2 17 
SN: 1703072 1703072 10 0 C1 3 0 0.49475 0.00100 0.49417 0.00100 0.49417 0.00180 0 300 0 0 1.07583e-02 1 1 117144 -9 -9 0.49470 1.00000e-03 53.824020 -26.152588 0.36300 0.35800 -9 10.35700 6.20000e-02 1.56500 1.70000e-02 -8.75300e+00 2.94109e-02 0.46600 -999 22.46000 20.97000 27.75000 110.24000 23.89184 22.39415 57784.1016 15.70413 12.09447 9.72559 41.98865 riz 57778.3281 0.7687 -1.03217e+00 0.77780 3.77315e-02 5.13024e-02 22.64299 4.46226e-02 1.57328e-05 6.46600e-07 1.04496e-02 -1.70941e-07 -2.32460e-08 19 13.82165 0.79399 0.366325 0.87770 0.98500 1 0.98590 0.99980 0 41.90544 42.21847  0.16287  0.1633  0.1696  0.0053 -0.3092 -1.899 -0.0038  0.0132 3.77 4.516e-05 12440 -0.2115  0.004  0.883 0.0000 6 13 
SN: 1370391 1370391 10 0 C2 3 0 0.65749 0.00100 0.65692 0.00100 0.65692 0.00194 0 300 0 0 1.05401e-02 1 1 47468 -9 -9 0.65750 1.00000e-03 54.945316 -29.807800 0.53500 0.78600 -9 9.32700 3.70000e-02 0.58600 0.42700 -8.74500e+00 0.43948 0.14200 -999 24.36000 23.03000 2.97000 10.68000 26.31811 24.92857 57643.2266 13.74628 9.22097 8.08130 36.92860 riz 57635.8477 0.8602 0.55477 0.66825 -5.94008e-02 4.80171e-02 23.22018 4.62923e-02 9.24542e-06 3.94195e-07 8.30061e-03 -1.78318e-07 -6.96971e-09 48 48.82336 0.43976 0.270928 0.98190 0.96250 0.99830 0.99650 0.99890 0 42.81892 42.95891  0.13617  0.1397  0.1790  0.0041 -0.1462 -1.073  0.0062  0.0107 0.96 1.312e-04 7323 -0.0079  0.006  0.556 0.0000 6 15 
SN: 1511024 1511024 10 0 S2 3 0 0.37280 0.00100 0.37178 0.00100 0.37178 0.00170 0 300 0 0 2.49518e-02 1 2 -21643 -9 -9 0.37280 1.00000e-03 40.833664 -0.306846 0.63500 0.75100 -2.99316e+00 10.67300 6.90000e-02 0.24100 1.03400 -1.04110e+01 1.03863 1.23500 -999 22.39000 20.30000 25.62000 184.25000 23.97855 21.83648 57688.1641 12.90383 8.87640 7.95104 30.64101 riz 57684.9844 1.0679 -8.41624e-01 0.67103 0.28049 7.62810e-02 22.82091 9.41151e-02 1.33548e-05 1.15764e-06 1.29075e-02 -2.61869e-07 -7.27648e-08 35 53.16246 2.52176e-02 0.976149 0.97790 0.25750 0.97190 0.99940 0.89310 0 41.45703 41.49116  0.24994  0.2514  0.1895  0.0068 -0.0038 -0.015 -0.0304  0.0149 1.05 6.632e-03  769 -0.3163  0.016  1.000 0.0253 5 11 
SN: 1574017 1574017 10 1 E1 3 0 0.53399 0.00100 0.53287 0.00100 0.53287 0.00183 0 300 0 0 7.34725e-03 1 2 107425 -9 -9 0.53400 1.00000e-03 7.342159 -43.981201 0.28800 0.42900 -3.60869e+00 10.03800 1.50000e-02 0.17100 3.00000e-02 -9.86100e+00 5.66039e-02 0.67600 -999 23.80000 22.16000 7.09000 34.55000 25.37338 23.65388 57723.1172 15.21269 11.76276 9.03859 42.28659 riz 57723.3711 0.5746 1.82954e-02 0.55330 -1.26565e-01 4.66717e-02 22.90121 4.24195e-02 1.24027e-05 4.84570e-07 5.77410e-03 -1.58520e-07 -1.33566e-08 35 26.54554 0.84712 0.421927 8.88000e-02 0.93200 0.99960 0.98080 0.42450 0 42.52319 42.41429  0.12870  0.1377  0.1552  0.0049  0.1153  0.896 -0.0064  0.0110 0.75 1.059e-01 8805 0.1227  0.004  0.653 0.0000 6 14 
SN: 1512067 1512067 10 0 C2 3 0 0.45444 0.00100 0.45394 0.00100 0.45394 0.00177 0 300 0 0 9.86358e-03 1 1 104775 -9 -9 0.45440 1.00000e-03 55.255695 -28.718937 0.29100 0.32200 -9 10.70200 1.10000e-02 0.83500 0.28800 -9.86100e+00 0.29378 0.88800 -999 22.11000 20.38000 34.29000 170.45000 23.66208 21.92101 57686.1172 11.63947 5.37146 5.26949 24.91935 riz 57681.3906 0.9671 -2.49875e+00 0.80305 -4.11978e-02 9.32446e-02 22.90790 0.10419 1.23265e-05 1.18286e-06 1.79365e-02 -4.31415e-07 -8.11785e-08 43 35.42355 0.78743 0.844161 0.99980 0.79140 0.99990 0.99970 0.99990 0 42.11224 41.99971  0.23921  0.2383  0.2542  0.0057  0.1090  0.455  0.0036  0.0130 1.14 1.073e-05 2288 -0.1525  0.010  0.869 0.0000 6 12 
SN: 1642117 1642117 10 0 X3 3 0 0.81384 0.00100 0.81237 0.00100 0.81237 0.00207 0 300 0 0 2.42483e-02 1 2 -26196 -9 -9 0.81380 1.00000e-03 35.741631 -4.495970 0.66600 0.91900 -2.97811e+00 9.78300 8.80000e-02 0.99700 0.90600 -8.61800e+00 0.91161 0.46600 -999 24.88000 23.45000 2.26000 8.09000 26.61473 25.23013 57747.0938 14.50951 10.91350 8.77354 32.15478 riz 57744.0195 1.0396 -2.65113e-01 0.81326 0.21143 5.70350e-02 24.40961 4.82842e-02 3.09141e-06 1.37479e-07 1.40314e-02 -7.16551e-08 -1.97440e-09 23 20.71244 0.59864 0.710291 0.99740 0.87750 0.99870 0.99920 0.99680 0 43.49664 43.51814  0.17968  0.1821  0.2111  0.0034 -0.0086 -0.048 -0.0129  0.0174 0.36 2.589e-04  546 -0.4860  0.023  0.705 0.0000 2 17 
SN: 1366187 1366187 10 0 X3 3 0 0.46406 0.00100 0.46290 0.00100 0.46290 0.00177 0 300 0 0 2.37252e-02 1 2 47384 -9 -9 0.46410 1.00000e-03 36.731888 -5.210237 1.58300 1.53600 -2.57603e+00 10.31700 1.00000e-02 1.98700 0.24500 -8.30100e+00 0.24500 0.41600 -999 22.32000 20.74000 8.64000 51.62000 25.15872 23.21795 57614.3516 42.27232 24.07771 22.41489 75.53188 riz 57611.8242 1.4543 -6.01008e-01 0.50698 -7.71089e-02 3.58446e-02 22.66876 5.62494e-02 1.53638e-05 7.95959e-07 1.34129e-03 5.34708e-08 -1.71844e-08 22 22.32377 0.44071 0.325881 0.99140 0.98380 0.99680 0.99830 0.99990 0 42.15860 42.05092  0.13915  0.1395  0.1161  0.0056  0.1115  0.801 -0.0038  0.0132 0.49 4.334e-06 5146 -0.0051  0.004  1.000 0.0046 2 13 
SN: 1433226 1433226 10 0 X1 3 0 0.59750 0.00100 0.59619 0.00100 0.59618 0.00188 0 300 0 0 2.00789e-02 1 1 101075 -9 -9 0.59750 1.00000e-03 35.024567 -4.365995 7.50000e-02 6.10000e-02 -9 11.03800 3.60000e-02 0.70000 7.32400 -1.03050e+01 7.32454 1.21800 -999 23.26000 20.74000 11.65000 128.62000 24.83418 22.22673 57653.1719 13.69379 7.03691 6.95162 25.87772 riz 57655.4844 1.0668 -2.53906e+00 0.83464 -2.65295e-01 0.10926 23.14454 7.36223e-02 9.91253e-06 6.72155e-07 1.87961e-02 -3.08478e-07 -2.34561e-08 55 44.00113 0.85619 1.224063 0.99960 0.25820 0.99990 0.94430 0.99980 0 42.72123 42.70642  0.22613  0.2320  0.3459  0.0045  0.0086  0.038  0.0062  0.0107 0.82 2.145e-05  352 0.1729  0.022  0.423 0.0000 4 15 
SN: 1659022 1659022 10 0 X2 3 0 0.30421 0.00100 0.30317 0.00100 0.30317 0.00164 0 300 0 0 2.64748e-02 1 1 115557 -9 -9 0.30420 1.00000e-03 36.122417 -7.080275 1.00700 1.41400 -9 8.67400 3.40000e-02 0.47300 0.45300 -8.19800e+00 0.45670 -1.14000e-01 -999 23.16000 22.57000 11.76000 17.08000 24.82398 24.41878 57763.0781 30.84756 28.77633 19.42653 59.69254 griz 57767.5664 0.4576 -5.64213e-01 0.49976 -1.94346e-01 4.19871e-02 21.62525 4.10584e-02 4.01698e-05 1.51907e-06 1.23308e-02 -5.44628e-07 -3.91770e-08 11 26.21124 6.03610e-03 0.674567 0.22300 2.50000e-03 1.00000e-04 1.10000e-03 0 0 41.38656 40.97814  0.13116 129.9918  0.1083  0.0081  0.4220  3.217 -0.0136  0.0162 3.16 1.000e+00  173 0.0651  0.013  1.000 0.0042 4  9 
