CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD
1302117,1302117,10,1,0.49349,0.00100,0.49238,0.00100,0.49238,0.00180,0.00,300.00,0.01,0.4935,0.001,8.349511999999999,-42.571284999999996,0.47,0.60,10.45,0.03,1.41,-999.00,57275.6953,0.9348,-0.6681,0.6214,-0.0530,0.0728,22.8624,0.0634,22.9849,1.2854E-05,7.5086E-07,-0.0004,-0.0000,-0.0000,45,0.7207,0.9968,0.8395,0.9999,0.9984,0.9999,42.3081,0.2052,0.0000,-0.0461,0.7380,0.0000
1302123,1302123,10,0,0.29207,0.00100,0.29156,0.00100,0.29156,0.00163,0.00,300.00,0.01,0.2921,0.001,52.453430000000004,-28.578407000000002,0.736,0.77,10.50,0.01,0.96,-999.00,56960.7109,0.4100,-1.0462,0.2998,-0.0519,0.0261,21.4882,0.0329,21.5364,4.5574E-05,1.3798E-06,0.0036,-0.0000,-0.0000,16,0.9482,0.9938,0.9660,0.9989,0.9988,0.9999,40.8596,0.1046,0.0000,-0.0360,1.0000,0.0043
1302185,1302185,10,0,0.73783,0.00100,0.73717,0.00100,0.73717,0.00201,0.00,300.00,0.01,0.7378,0.001,53.147877,-28.521965,0.486,0.67,9.96,0.01,0.45,-999.00,56953.8594,0.7803,-0.2597,0.5399,0.1079,0.0680,24.3429,0.0543,24.1339,3.2874E-06,1.6447E-07,0.0125,-0.0000,-0.0000,39,0.4860,0.8817,0.9900,0.9985,0.9969,0.9963,43.4571,0.2459,0.0001,-0.1879,1.0000,0.0174
1302187,1302187,10,1,0.21992,0.00100,0.21942,0.00100,0.21942,0.00158,0.00,300.00,0.01,0.2199,0.001,52.161919,-27.142319,0.731,0.32,9.47,0.00,0.01,-999.00,56952.8359,0.1905,-0.4906,0.1437,0.0897,0.0173,21.0059,0.0237,20.6187,7.1063E-05,1.5533E-06,0.0007,-0.0000,-0.0000,36,0.1834,0.9978,0.9967,0.9999,0.9997,1.0000,39.9419,0.1823,0.0000,0.0099,1.0000,0.0292
1302188,1302188,10,0,0.34950,0.00100,0.34895,0.00100,0.34895,0.00168,0.00,300.00,0.01,0.3495,0.001,52.253184999999995,-27.181614,0.367,0.43,8.73,0.01,0.01,-999.00,56970.0117,0.4248,1.9929,0.2611,0.0052,0.0186,21.7094,0.0320,21.9938,3.7173E-05,1.0971E-06,0.0006,-0.0000,-0.0000,25,0.0042,0.0042,0.5612,0.0000,0.0111,0.9866,41.3170,0.1500,0.0001,0.0013,1.0000,0.0148
1302199,1302199,10,0,0.87076,0.00100,0.87001,0.00100,0.87001,0.00212,0.00,300.00,0.01,0.8708,0.001,52.619011,-27.356663,0.848,1.02,9.54,0.01,0.06,-999.00,56956.5547,0.7544,1.5908,0.4695,0.1835,0.0778,24.0162,0.0413,24.0153,4.4413E-06,1.6888E-07,0.0025,-0.0000,-0.0000,28,0.2862,0.8297,0.7880,0.9843,0.9972,0.9800,43.3385,0.1882,0.0015,-0.3340,0.5370,0.0000
1302346,1302346,10,0,0.53152,0.00100,0.53042,0.00100,0.53042,0.00183,0.00,300.00,0.01,0.5315,0.001,10.542997,-43.697895,0.318,0.42,10.77,0.04,1.33,-999.00,56939.1055,0.6115,0.2875,0.6167,0.0112,0.0659,23.1719,0.0709,23.2852,9.6656E-06,6.3153E-07,0.0098,-0.0000,-0.0000,33,0.4194,0.9992,0.9000,0.9999,0.9991,0.9972,42.6084,0.1787,0.0001,-0.0833,0.7100,0.0000
1302353,1302353,10,0,0.57305,0.00100,0.57193,0.00100,0.57193,0.00186,0.00,300.00,0.01,0.5731,0.001,10.275716000000001,-44.231575,1.151,1.35,10.64,0.03,0.99,-999.00,56953.5820,0.6152,-0.1268,0.4389,-0.0745,0.0530,23.0150,0.0447,23.2301,1.1169E-05,4.6020E-07,0.0047,-0.0000,-0.0000,34,0.5468,0.9999,0.9281,1.0000,0.9999,1.0000,42.5533,0.1312,0.0000,0.0155,0.5810,0.0000
1302359,1302359,10,0,0.25358,0.00100,0.25308,0.00100,0.25308,0.00160,0.00,300.00,0.01,0.2536,0.001,52.210163,-28.713831,0.181,0.12,10.96,0.03,1.26,-999.00,56953.8125,0.3544,0.1088,0.1974,0.1051,0.0175,21.3930,0.0265,21.1540,4.9750E-05,1.2123E-06,0.0009,-0.0000,-0.0000,28,0.8323,0.9968,0.8958,0.9993,0.9983,1.0000,40.4772,0.1673,0.0000,-0.0523,1.0000,0.0232
1302399,1302399,10,0,0.76565,0.00100,0.76495,0.00100,0.76495,0.00203,0.00,300.00,0.01,0.7656,0.001,52.858169999999994,-27.140635999999997,0.889,0.89,10.81,0.02,1.32,-999.00,56950.8867,1.1361,-2.0826,0.5542,0.2773,0.0972,24.5760,0.0677,24.0299,2.6521E-06,1.6533E-07,0.0005,-0.0000,-0.0000,44,0.1274,0.0160,0.5069,0.1465,0.9910,0.0000,43.3531,314.7000,1.0000,-0.6349,1.0000,0.0030
1302418,1302418,10,0,0.47885,0.00100,0.47780,0.00100,0.47780,0.00179,0.00,300.00,0.01,0.4789,0.001,9.380949000000001,-44.551083,0.502,0.60,10.70,0.05,1.43,-999.00,56957.8828,0.5506,-0.1065,0.3895,0.0466,0.0440,22.8982,0.0433,22.9026,1.2437E-05,4.9576E-07,0.0011,-0.0000,-0.0000,31,0.4104,0.9984,0.9880,0.9998,0.9999,1.0000,42.2258,0.1456,0.0000,-0.1479,0.9410,0.0000
1302523,1302523,10,1,0.42505,0.00100,0.42391,0.00100,0.42391,0.00174,0.00,300.00,0.02,0.425,0.001,36.31778,-4.659705000000001,0.791,0.94,10.51,0.01,1.15,-999.00,57288.6289,0.3328,0.4363,0.2568,-0.0290,0.0283,22.3222,0.0359,22.5282,2.1140E-05,6.9950E-07,0.0018,-0.0000,-0.0000,34,0.9922,0.9406,1.0000,0.9958,0.9994,1.0000,41.8514,0.1104,0.0000,-0.0266,1.0000,0.0045
1302550,1302550,10,0,0.75391,0.00100,0.75249,0.00100,0.75249,0.00202,0.00,300.00,0.02,0.7539,0.001,35.906948,-4.796454,1.664,2.02,10.68,0.01,1.05,-999.00,57289.1992,0.7095,1.0974,0.6422,-0.0640,0.0361,23.5002,0.0464,23.7923,7.1439E-06,3.0525E-07,0.0062,-0.0000,-0.0000,25,0.8407,0.9621,0.9721,0.9974,0.4096,0.9987,43.1155,0.1679,0.0000,0.1028,0.9300,0.0000
1302564,1302564,10,0,0.52840,0.00100,0.52716,0.00100,0.52716,0.00183,0.00,300.00,0.02,0.5284,0.001,35.601760999999996,-4.458019999999999,0.347,0.31,10.86,0.03,1.44,-999.00,57275.9297,0.6041,-1.5789,0.3701,-0.0152,0.0413,22.9046,0.0475,22.8007,1.2364E-05,5.4144E-07,0.0003,-0.0000,-0.0000,36,0.9803,0.9869,0.9850,1.0000,0.9999,1.0000,42.1239,0.1622,0.0000,-0.0839,1.0000,0.0058
1302572,1302572,10,0,0.58858,0.00100,0.58740,0.00100,0.58740,0.00188,0.00,300.00,0.01,0.5886,0.001,8.425974,-42.895851,1.388,1.25,11.01,0.02,1.30,-999.00,56952.6758,0.7409,0.6428,0.4796,-0.1160,0.0508,22.9990,0.0452,23.3268,1.1334E-05,4.7155E-07,0.0034,-0.0000,-0.0000,37,0.8510,0.9961,0.9362,0.9950,0.9997,1.0000,42.6501,0.1338,0.0000,0.1561,0.5530,0.0000
1302635,1302635,10,0,0.20355,0.00100,0.20268,0.00100,0.20268,0.00156,0.00,300.00,0.01,0.2035,0.001,9.465727000000001,-43.464031,0.688,0.69,9.05,0.01,0.41,-999.00,56957.4805,0.2939,-0.5444,0.2675,0.2228,0.0259,22.2987,0.0373,21.4463,2.1603E-05,7.4123E-07,0.0020,-0.0000,-0.0000,34,0.0017,0.0034,0.6024,0.0000,0.0003,0.0001,40.7695,53.1158,1.0000,0.0515,1.0000,0.0464
1302648,1302648,10,1,0.23259,0.00100,0.23171,0.00100,0.23171,0.00159,0.00,300.00,0.01,0.2326,0.001,10.00264,-44.054131,0.082,0.09,10.11,0.01,1.35,-999.00,56948.4648,0.2934,-0.4734,0.1729,0.1323,0.0156,21.2305,0.0209,20.8287,5.7781E-05,1.1144E-06,0.0005,-0.0000,-0.0000,35,0.2376,0.9779,0.8246,1.0000,0.9999,1.0000,40.1519,0.1735,0.0000,-0.0678,1.0000,0.0258
1302675,1302675,10,0,1.03001,0.00100,1.02836,0.00100,1.02836,0.00226,0.00,300.00,0.02,1.03,0.001,35.719440000000006,-4.213023000000001,0.052,0.07,10.22,0.05,0.23,-999.00,57283.5977,1.4328,1.7594,0.8715,0.0840,0.1308,24.5024,0.0726,24.9466,2.8382E-06,1.8986E-07,0.0223,-0.0000,0.0000,33,0.1583,0.0008,0.9623,0.5844,0.0074,0.0007,44.2698,1.0593,0.9840,-0.4042,0.0900,0.0000
1302705,1302705,10,0,0.79358,0.00100,0.79229,0.00100,0.79229,0.00205,0.00,300.00,0.01,0.7936,0.001,10.175754,-43.575714000000005,0.924,0.90,10.24,0.02,0.46,-999.00,56923.4609,1.4235,0.9740,0.8458,-0.0889,0.0622,23.6104,0.0598,24.0642,6.4540E-06,3.5547E-07,-0.0023,-0.0000,0.0000,42,0.9142,0.9709,0.9633,0.9287,0.9987,0.9975,43.3874,0.1326,0.0000,-0.0012,0.2220,0.0000
1302719,1302719,10,0,0.64645,0.00100,0.64527,0.00100,0.64527,0.00193,0.00,300.00,0.01,0.6464,0.001,10.07162,-44.040031,0.245,0.36,10.20,0.02,0.94,-999.00,56954.6211,0.9842,0.7061,0.7223,0.0442,0.0696,23.6890,0.0652,23.8598,6.0034E-06,3.6068E-07,0.0131,-0.0000,-0.0000,36,0.9542,0.9920,0.9504,0.9956,0.9910,0.9971,43.1830,0.1556,0.0002,-0.1761,0.4380,0.0000
1302738,1302738,10,0,0.67900,0.00100,0.67783,0.00100,0.67783,0.00195,0.00,300.00,0.01,0.679,0.001,10.060977000000001,-44.952312,0.594,0.52,11.27,0.07,1.55,-999.00,56926.2734,1.1861,-0.2364,0.7218,-0.1147,0.0631,23.3919,0.0544,23.6766,7.8932E-06,3.9527E-07,0.0029,-0.0000,-0.0000,39,0.7388,0.9966,0.9430,0.9999,0.9994,1.0000,42.9998,0.1642,0.0000,0.0535,0.4100,0.0000
1302901,1302901,10,0,0.62737,0.00100,0.62618,0.00100,0.62618,0.00191,0.00,300.00,0.03,0.6274,0.001,41.108398,-1.40575,2.087,1.74,10.87,0.03,1.09,-999.00,56950.9414,1.3421,-0.7619,0.9427,0.1896,0.1038,23.8546,0.1063,23.8421,5.1542E-06,5.0483E-07,0.0187,-0.0000,-0.0000,46,0.8166,0.5042,0.9378,0.9920,0.9989,0.9694,43.1653,0.1831,0.0022,-0.6825,0.3320,0.0000
1302915,1302915,10,0,0.36022,0.00100,0.35921,0.00100,0.35921,0.00169,0.00,300.00,0.03,0.3602,0.001,40.837334000000006,-0.5739,1.355,1.23,10.26,0.01,0.94,-999.00,56953.1523,0.3898,-0.7648,0.2921,0.0212,0.0243,22.1359,0.0306,22.0561,2.5098E-05,7.0704E-07,0.0019,-0.0000,-0.0000,42,0.6555,0.9267,1.0000,0.9998,0.9994,0.8251,41.3793,0.1332,0.0020,-0.0906,1.0000,0.0100
1303118,1303118,10,0,0.58967,0.00100,0.58838,0.00100,0.58838,0.00188,0.00,300.00,0.02,0.5897,0.001,35.289093,-6.432256,0.228,0.15,10.80,0.03,1.05,-999.00,56951.5625,0.9659,0.7793,0.8152,0.0625,0.1153,23.3657,0.0769,23.5024,8.0856E-06,5.7266E-07,0.0150,-0.0000,-0.0000,28,0.1953,0.9997,0.9011,1.0000,0.9926,0.9999,42.8256,0.2522,0.0000,-0.1873,0.4360,0.0000
1303140,1303140,10,0,0.49718,0.00100,0.49592,0.00100,0.49592,0.00180,0.00,300.00,0.02,0.4972,0.001,33.935474,-4.37016,0.508,0.70,10.07,0.01,0.74,-999.00,56953.0898,0.6505,-0.3343,0.5515,-0.0068,0.0533,23.0480,0.0496,23.1473,1.0835E-05,4.9509E-07,0.0027,-0.0000,-0.0000,42,0.7777,0.9996,0.9950,0.9999,0.9998,1.0000,42.4705,0.1430,0.0000,-0.1132,0.6380,0.0000
1303197,1303197,10,0,0.52682,0.00100,0.52562,0.00100,0.52562,0.00182,0.00,300.00,0.02,0.5268,0.001,37.205172999999995,-4.308662,0.373,0.30,10.95,0.01,1.38,-999.00,56953.7930,0.3320,-0.7487,0.2284,-0.0384,0.0311,22.8282,0.0316,22.8902,1.3266E-05,3.8668E-07,0.0008,-0.0000,-0.0000,38,0.6508,0.9958,0.9817,0.9998,0.9992,0.9999,42.2135,0.1282,0.0000,-0.0439,1.0000,0.0048
1303215,1303215,10,0,0.32917,0.00100,0.32869,0.00100,0.32869,0.00166,0.00,300.00,0.01,0.3292,0.001,55.127669999999995,-26.843823999999998,1.423,0.80,10.19,0.01,1.15,-999.00,56959.7969,0.4151,1.2263,0.4200,0.2830,0.0338,22.8926,0.0490,22.2817,1.2502E-05,5.6472E-07,0.0027,-0.0000,-0.0000,54,0.3729,0.9713,0.2412,0.9847,0.9939,0.9998,41.6049,0.2179,0.0000,-0.0555,1.0000,0.0329
1303257,1303257,10,0,0.77301,0.00100,0.77159,0.00100,0.77159,0.00204,0.00,300.00,0.02,0.773,0.001,36.30426,-4.966222,0.054,0.11,8.95,0.06,-0.14,-999.00,56957.5703,0.9113,-0.0873,0.7243,0.0853,0.0702,24.4071,0.0699,24.3071,3.0985E-06,1.9944E-07,0.0084,-0.0000,-0.0000,38,0.9609,0.9341,0.9862,0.9986,0.9989,0.9985,43.6303,0.2651,0.0001,-0.1986,1.0000,0.0008
1303314,1303314,10,0,0.60620,0.00100,0.60491,0.00100,0.60491,0.00189,0.00,300.00,0.02,0.6062,0.001,36.328171000000005,-4.75399,1.591,1.40,10.65,0.01,0.98,-999.00,56957.7148,0.6173,0.7285,0.6284,0.2263,0.0665,23.9942,0.0817,23.5945,4.5325E-06,3.4105E-07,0.0101,-0.0000,-0.0000,31,0.1179,0.9707,0.7589,0.9990,0.9990,0.8344,42.9177,0.2655,0.0051,-0.1699,1.0000,0.0196
1303317,1303317,10,0,0.47545,0.00100,0.47429,0.00100,0.47429,0.00178,0.00,300.00,0.02,0.4755,0.001,36.964386,-5.405995,1.017,0.88,10.72,0.01,0.96,-999.00,56954.7305,0.3609,-0.1424,0.2782,0.1971,0.0324,23.2386,0.0374,22.7575,9.0899E-06,3.1276E-07,0.0012,-0.0000,-0.0000,33,0.4904,0.9974,0.8856,0.9996,0.9995,0.9856,42.0807,0.2013,0.0002,-0.1377,1.0000,0.0288
1303466,1303466,10,0,0.65333,0.00100,0.65274,0.00100,0.65274,0.00193,0.00,300.00,0.01,0.6533,0.001,54.38715,-29.136872999999998,0.143,0.21,9.65,0.03,0.27,-999.00,56956.1367,1.1866,-0.7885,0.9646,-0.0739,0.0869,23.9273,0.0845,24.0952,4.8202E-06,3.7506E-07,0.0106,-0.0000,-0.0000,37,0.7996,0.9748,0.9425,0.9998,0.9992,0.9997,43.4184,0.2510,0.0000,-0.0830,0.5880,0.0000
1303496,1303496,10,1,0.18021,0.00100,0.17978,0.00100,0.17978,0.00155,0.00,300.00,0.01,0.1802,0.001,53.848282,-29.592043,0.948,0.58,10.42,0.01,1.28,-999.00,56966.3320,0.1564,-0.0082,0.1744,0.0888,0.0169,20.5712,0.0228,20.3743,1.0605E-04,2.2223E-06,0.0007,-0.0000,-0.0000,33,0.9486,1.0000,0.9538,1.0000,0.9999,1.0000,39.6975,0.1488,0.0000,-0.0625,1.0000,0.0177
1303658,1303658,10,0,0.66912,0.00100,0.66788,0.00100,0.66788,0.00195,0.00,300.00,0.01,0.6691,0.001,8.524752000000001,-42.873413,0.385,0.42,11.09,0.06,1.33,-999.00,56956.2344,1.0200,-0.2355,0.6606,-0.0890,0.0612,23.3120,0.0601,23.5719,8.4957E-06,4.7040E-07,0.0092,-0.0000,-0.0000,39,0.5736,0.9997,0.9335,1.0000,0.9998,1.0000,42.8951,0.1457,0.0000,-0.0014,0.4210,0.0000
1303663,1303663,10,0,0.81961,0.00100,0.81825,0.00100,0.81825,0.00208,0.00,300.00,0.01,0.8196,0.001,8.374984,-42.486115000000005,0.909,2.18,8.86,0.32,0.17,-999.00,56955.2227,1.4684,0.7572,0.9331,0.0246,0.0921,23.9210,0.0822,24.3515,4.8486E-06,3.6699E-07,0.0059,-0.0000,-0.0000,44,0.2306,0.9713,0.9900,0.9976,0.9832,0.8634,43.6748,0.1582,0.0030,-0.4043,0.1920,0.0000
1303699,1303699,10,0,0.79621,0.00100,0.79547,0.00100,0.79547,0.00206,0.00,300.00,0.01,0.7962,0.001,51.658553999999995,-27.895477000000003,0.878,0.36,11.61,0.01,1.20,-999.00,56955.2695,0.7180,0.3876,0.4425,-0.0337,0.0444,23.7717,0.0403,23.9460,5.5631E-06,2.0638E-07,0.0038,-0.0000,0.0000,33,0.8547,0.8347,0.9980,0.9446,0.9931,0.9995,43.2692,0.1773,0.0000,0.0118,0.9010,0.0000
1303722,1303722,10,0,1.02547,0.00100,1.02468,0.00100,1.02468,0.00226,0.00,300.00,0.01,1.0255,0.001,52.97147,-27.572937,1.074,1.04,10.39,0.01,0.28,-999.00,56956.6406,1.1612,-0.1389,0.6950,-0.0947,0.1404,24.7605,0.0781,24.9921,2.2376E-06,1.6102E-07,0.0234,-0.0000,0.0000,33,0.8038,0.9866,0.9173,0.9995,0.9982,0.9996,44.3153,0.2017,0.0000,0.0600,0.1760,0.0000
1303753,1303753,10,0,0.65363,0.00100,0.65241,0.00100,0.65242,0.00193,0.00,300.00,0.00,0.6536,0.001,8.086367999999998,-43.381679999999996,2.577,3.75,9.68,0.04,0.33,-999.00,56962.5273,0.6528,1.4062,0.6317,-0.1281,0.0495,23.2381,0.0603,23.6209,9.0943E-06,5.0472E-07,0.0115,-0.0000,-0.0000,40,0.5379,0.9998,0.9581,0.9998,0.9977,0.9998,42.9442,0.1410,0.0000,0.2239,0.6030,0.0000
1303881,1303881,10,0,0.77131,0.00100,0.77004,0.00100,0.77004,0.00203,0.00,300.00,0.01,0.7713,0.001,9.507322,-44.080326,0.093,0.15,10.80,0.06,1.29,-999.00,57284.8945,1.1378,0.6354,0.9954,-0.0146,0.0641,23.6335,0.0712,24.0130,6.3185E-06,4.1438E-07,0.0039,-0.0000,-0.0000,51,0.5900,0.9700,0.9800,0.9999,0.9914,0.9995,43.3362,0.1438,0.0000,-0.2129,0.2280,0.0000
1303883,1303883,10,1,0.25993,0.00100,0.25904,0.00100,0.25904,0.00161,0.00,300.00,0.01,0.2599,0.001,8.862439,-44.917168,2.146,1.41,9.96,0.00,0.79,-999.00,57286.1641,0.1797,0.7688,0.1687,-0.0034,0.0168,21.0846,0.0235,21.1861,6.6091E-05,1.4286E-06,0.0006,-0.0000,-0.0000,54,0.5489,0.9998,1.0000,1.0000,0.9999,1.0000,40.5093,0.1350,0.0000,0.0139,1.0000,0.0133
1303910,1303910,10,0,0.68577,0.00100,0.68455,0.00100,0.68456,0.00196,0.00,300.00,0.01,0.6858,0.001,9.1016,-43.936481,0.493,0.81,9.55,0.03,0.36,-999.00,57273.8477,1.4827,-0.3195,0.9394,0.0454,0.0828,23.8410,0.0664,23.9590,5.2191E-06,3.1909E-07,0.0135,-0.0000,-0.0000,55,0.1323,0.9304,0.9831,0.8875,0.9900,0.7197,43.2822,0.1887,0.0134,-0.3298,0.4130,0.0000
1303952,1303952,10,1,0.56387,0.00013,0.56262,0.00013,0.56262,0.00157,0.00,300.00,0.02,0.5639,0.0001,35.872189,-6.922432000000001,2.353,1.70,11.29,0.04,1.21,-999.00,57289.0820,0.6049,0.8428,0.6782,-0.1525,0.0660,22.9137,0.0806,23.2719,1.2261E-05,9.1002E-07,0.0123,-0.0000,-0.0000,47,0.7062,0.9994,0.6362,0.9999,0.9986,1.0000,42.5951,0.1521,0.0000,0.2716,0.4640,0.0000
1304183,1304183,10,0,0.63618,0.00100,0.63502,0.00100,0.63502,0.00192,0.00,300.00,0.01,0.6362,0.001,9.763724,-44.235546,0.123,0.23,9.11,0.01,-0.12,-999.00,57284.7891,0.7416,-0.0980,0.6280,-0.0939,0.0537,23.1950,0.0569,23.4327,9.4621E-06,4.9583E-07,0.0038,-0.0000,-0.0000,51,0.3737,0.9956,1.0000,1.0000,0.9997,1.0000,42.7559,0.1698,0.0000,0.0205,0.6550,0.0000
1304193,1304193,10,0,0.45456,0.00100,0.45354,0.00100,0.45354,0.00177,0.00,300.00,0.01,0.4546,0.001,9.879671,-44.843678000000004,0.314,0.33,10.55,0.03,1.33,-999.00,57280.2773,0.7233,-1.4171,0.6299,-0.1159,0.0606,22.6280,0.0680,22.7564,1.5952E-05,9.9838E-07,0.0057,-0.0000,-0.0000,40,0.5863,0.9281,0.9128,1.0000,0.9994,0.9984,42.0796,0.1640,0.0000,0.0238,0.7770,0.0000
1304362,1304362,10,0,0.76303,0.00100,0.76177,0.00100,0.76177,0.00203,0.00,300.00,0.01,0.763,0.001,9.36486,-44.240421000000005,0.451,0.57,10.95,0.04,1.47,-999.00,56951.9922,1.3038,-0.6964,0.9375,0.0157,0.1060,23.9159,0.0814,24.1791,4.8713E-06,3.6538E-07,0.0271,-0.0000,-0.0000,39,0.9446,0.9796,1.0000,1.0000,0.9990,0.9995,43.5023,0.1703,0.0000,-0.4053,0.2280,0.0000
1304442,1304442,10,1,0.21760,0.00100,0.21711,0.00100,0.21711,0.00158,0.00,300.00,0.01,0.2176,0.001,52.16317,-28.108171000000002,0.541,0.50,9.27,0.00,0.33,-999.00,56965.2539,0.3811,0.8702,0.6500,0.0060,0.0675,20.7358,0.1273,20.8288,9.1133E-05,1.0681E-05,0.0331,-0.0000,-0.0000,5,0.4781,0.9994,0.2000,0.9868,0.9158,0.9974,40.1520,0.1763,0.0000,0.0097,1.0000,0.0133
1304456,1304456,10,0,0.43093,0.00100,0.42989,0.00100,0.42989,0.00175,0.00,300.00,0.03,0.4309,0.001,41.531326,-1.074893,0.185,0.18,10.66,0.03,1.43,-999.00,56967.0625,0.3538,-0.1457,0.3398,-0.0657,0.0382,22.1664,0.0440,22.3655,2.4402E-05,9.8814E-07,0.0033,-0.0000,-0.0000,40,0.9808,0.9944,0.9895,1.0000,0.9999,0.9994,41.6887,0.1082,0.0000,0.0011,0.8650,0.0000
1304501,1304501,10,0,0.51991,0.00100,0.51882,0.00100,0.51882,0.00182,0.00,300.00,0.03,0.5199,0.001,41.909884999999996,-1.271615,0.658,0.84,9.43,0.02,0.07,-999.00,56955.2539,1.0541,-2.1337,0.7563,0.1095,0.0830,23.5000,0.0817,23.1937,7.1448E-06,5.3768E-07,0.0004,-0.0000,-0.0000,37,0.5328,0.9896,0.9650,0.9876,0.9986,0.9944,42.5169,0.2498,0.0002,-0.3970,0.8940,0.0000
1304503,1304503,10,0,0.53030,0.00100,0.52971,0.00100,0.52971,0.00183,0.00,300.00,0.01,0.5303,0.001,53.09301,-27.954534999999996,0.351,0.42,10.57,0.01,1.09,-999.00,56967.4375,0.3228,-0.9727,0.2797,-0.0380,0.0324,22.9397,0.0352,22.9664,1.1971E-05,3.8865E-07,0.0017,-0.0000,-0.0000,35,0.9111,0.9997,0.9887,0.9997,0.9995,1.0000,42.2896,0.1329,0.0000,-0.0460,1.0000,0.0058
1304506,1304506,10,0,0.75488,0.00100,0.75421,0.00100,0.75421,0.00202,0.00,300.00,0.01,0.7549,0.001,53.164501,-28.657007,0.431,0.58,10.45,0.10,1.08,-999.00,56967.9297,0.4892,-0.2973,0.4506,-0.1006,0.0436,23.8987,0.0454,24.0996,4.9489E-06,2.0697E-07,0.0074,-0.0000,-0.0000,41,0.9060,0.9846,0.9883,0.9999,0.9994,1.0000,43.4228,0.1803,0.0000,0.0839,1.0000,0.0076
1304652,1304652,10,0,0.58240,0.00100,0.58126,0.00100,0.58126,0.00187,0.00,300.00,0.04,0.5824,0.001,42.093658000000005,-1.062329,0.997,0.86,9.50,0.03,-0.03,-999.00,56959.0586,0.8811,0.5705,0.5728,-0.0533,0.0532,23.0753,0.0504,23.3174,1.0565E-05,4.9052E-07,0.0031,-0.0000,-0.0000,43,0.4891,0.9996,1.0000,0.9999,0.9983,1.0000,42.6406,0.1548,0.0000,-0.0028,0.6420,0.0000
1304678,1304678,10,1,0.21927,0.00100,0.21883,0.00100,0.21883,0.00158,0.00,300.00,0.01,0.2193,0.001,54.86993399999999,-27.643902,0.526,0.30,10.92,0.03,1.34,-999.00,56963.5859,0.2346,-1.8461,0.2079,-0.0433,0.0254,20.9120,0.0341,20.8095,7.7481E-05,2.4310E-06,0.0017,-0.0000,-0.0000,46,0.9946,0.9983,0.9452,1.0000,0.9999,1.0000,40.1327,0.1083,0.0000,-0.0408,1.0000,0.0053
1304777,1304777,10,0,0.40528,0.00100,0.40476,0.00100,0.40476,0.00173,0.00,300.00,0.01,0.4053,0.001,53.546794999999996,-29.374111,7.112,3.44,11.15,0.01,1.67,-999.00,56968.0781,0.3691,-1.6325,0.3310,-0.0341,0.0420,22.3619,0.0467,22.3074,2.0382E-05,8.7723E-07,0.0029,-0.0000,-0.0000,34,0.2601,0.9978,0.9686,1.0000,1.0000,1.0000,41.6306,0.1380,0.0000,-0.0830,1.0000,0.0042
1304779,1304779,10,0,0.56050,0.00100,0.55993,0.00100,0.55993,0.00185,0.00,300.00,0.01,0.5605,0.001,53.524356999999995,-29.544712,1.04,1.12,10.39,0.01,0.66,-999.00,56970.5391,0.5607,-0.4721,0.4582,-0.1083,0.0498,22.9083,0.0460,23.1354,1.2322E-05,5.2197E-07,0.0042,-0.0000,-0.0000,40,0.4704,0.9999,0.9222,1.0000,0.9999,1.0000,42.4586,0.1291,0.0000,0.0533,0.5930,0.0000
1304841,1304841,10,0,0.74249,0.00100,0.74126,0.00100,0.74126,0.00201,0.00,300.00,0.01,0.7425,0.001,10.004323,-44.418732,0.297,0.37,11.05,0.05,1.61,-999.00,56956.1055,1.1932,-1.1159,0.9008,0.0050,0.0947,23.9489,0.0747,24.1659,4.7254E-06,3.2500E-07,0.0148,-0.0000,-0.0000,36,0.5879,0.9933,0.9812,0.9998,0.9992,0.9994,43.4891,0.1761,0.0000,-0.3934,0.2680,0.0000
1304991,1304991,10,0,0.65984,0.00100,0.65866,0.00100,0.65866,0.00194,0.00,300.00,0.05,0.6598,0.001,42.527279,-0.848549,0.958,1.27,9.30,0.04,0.05,-999.00,56958.0898,1.1734,0.2166,0.6948,-0.0447,0.0664,23.3727,0.0620,23.6484,8.0335E-06,4.5897E-07,0.0061,-0.0000,-0.0000,34,0.0884,0.9767,0.9675,0.9992,0.9991,0.9916,42.9716,0.1500,0.0001,-0.1202,0.3890,0.0000
